sentiment_analysis.sentiment_volatility,stylistic_analysis.sentence_rhythm.average_change,readability_metrics.difficult_words,readability_metrics.smog_index,readability_metrics.automated_readability_index,stylistic_analysis.sentence_rhythm.average_sentence_length,readability_metrics.flesch_kincaid_grade,stylistic_analysis.linguistic_metrics.sentence_complexity_index,readability_metrics.gunning_fog
0.009935721961620349,15.666666666666666,140,12.4,15.3,23.612903225806452,11.9,1.8064516129032258,13.58
1.2925048151586207,32.1875,109,15.2,21.4,38.529411764705884,16.6,3.1176470588235294,18.25
0.719716257659521,17.428571428571427,124,13.7,15.6,22.413793103448278,12.3,1.5517241379310345,15.04
0.8994360891706865,17.90909090909091,127,12.0,14.0,22.11764705882353,10.6,1.3529411764705883,13.02
1.2624859181946353,26.9,138,14.6,18.6,35.857142857142854,14.3,1.7619047619047619,16.52
0.7913030143709888,22.074074074074073,103,12.6,15.6,23.142857142857142,11.9,1.6071428571428572,14.55
0.7375285000067416,27.384615384615383,102,12.4,18.7,26.074074074074073,13.9,1.7037037037037037,16.16
1.4105231399289877,12.0,33,14.3,15.8,50.0,12.5,1.6666666666666667,16.35
0.41198206671349186,25.428571428571427,115,14.6,18.3,26.59090909090909,14.6,1.4090909090909092,16.6
0.5303290846081593,17.5,150,15.2,17.9,26.814814814814813,13.9,1.4814814814814814,16.62
1.404414045437533,14.0,36,17.5,24.2,48.666666666666664,19.3,2.6666666666666665,21.6
0.9737646475677573,23.083333333333332,108,14.6,17.2,23.12,13.7,1.76,15.95
0.4582102588250519,18.76923076923077,123,15.5,16.7,23.0,13.3,0.9629629629629629,15.68
1.3301941133254807,16.566666666666666,88,10.9,11.6,24.612903225806452,8.4,1.935483870967742,11.37
0.791883425428592,20.91304347826087,114,14.4,16.8,22.666666666666668,13.5,1.5833333333333333,15.51
1.043937820714507,24.28,159,15.5,19.1,24.26923076923077,15.2,1.1923076923076923,16.88
1.2933460994401027,28.863636363636363,178,15.7,23.0,48.04347826086956,17.0,2.4347826086956523,19.77
0.6195302080791613,29.571428571428573,107,13.5,19.0,28.40909090909091,14.4,2.8181818181818183,17.21
0.8553260877515405,22.615384615384617,131,13.7,18.2,27.333333333333332,13.4,2.1481481481481484,16.21
1.4611527069569032,19.05263157894737,62,10.6,11.0,19.85,8.3,1.25,10.6
0.6791689090372187,29.42105263157895,115,16.2,19.6,29.3,15.6,2.1,18.6
0.6070730227840871,19.137931034482758,142,14.1,16.0,25.1,12.2,1.5333333333333334,15.24
1.4235305819275363,15.846153846153847,45,9.9,14.1,29.571428571428573,10.2,2.9285714285714284,11.98
0.48225474843562555,19.08,84,11.3,13.0,22.96153846153846,10.0,1.2307692307692308,11.97
1.0062156685944428,23.28125,98,11.5,12.9,21.454545454545453,10.2,1.1515151515151516,12.42
1.3773059816033741,14.954545454545455,87,12.1,12.6,24.956521739130434,9.4,1.4782608695652173,12.03
0.930015168485843,23.55,132,15.6,19.7,29.61904761904762,15.7,1.4285714285714286,17.77
1.2042265153435472,26.954545454545453,151,17.2,21.2,29.347826086956523,16.8,1.8695652173913044,19.35
1.5015303440939543,56.0,124,15.7,22.8,44.07142857142857,17.9,2.142857142857143,20.26
0.904460937921755,32.5625,124,17.4,23.3,34.294117647058826,18.5,2.235294117647059,20.18
0.935621739086187,31.1,132,16.3,22.1,29.952380952380953,16.4,2.4761904761904763,19.04
1.2530577728109356,17.61904761904762,129,13.9,19.2,39.0,14.7,3.3181818181818183,17.22
1.0864161744523366,20.85,126,15.0,18.1,27.952380952380953,14.3,2.142857142857143,17.29
0.431728912755498,22.5,130,13.5,17.4,27.0,12.7,2.259259259259259,15.57
1.3195397870349896,27.470588235294116,74,13.4,18.1,36.22222222222222,13.3,2.4444444444444446,15.23
0.6651970266719943,15.916666666666666,125,13.6,16.3,25.32,12.6,1.68,15.28
0.7397562314660552,18.11111111111111,167,15.4,18.8,27.035714285714285,14.9,1.6428571428571428,17.27
1.5277506152217464,22.416666666666668,80,12.0,15.9,31.846153846153847,11.7,1.1538461538461537,14.03
0.6719245187369148,23.40909090909091,117,15.0,17.1,27.347826086956523,13.8,2.0434782608695654,16.57
0.709185469791633,20.642857142857142,140,14.3,16.9,26.310344827586206,13.8,1.3448275862068966,16.02
1.3834316662025816,15.0,68,10.2,10.9,23.535714285714285,8.0,1.4642857142857142,10.4
0.6743014444113564,22.36842105263158,108,13.7,17.9,28.75,13.1,2.4,16.19
0.8675059958458252,20.76,101,12.9,15.8,28.46153846153846,12.7,2.3846153846153846,14.79
1.2170733754482894,25.0,44,12.5,17.9,45.6,14.3,2.8,16.44
0.8735715413318398,21.8,107,14.3,16.5,25.80952380952381,12.9,2.0,15.84
0.40959061721114626,15.277777777777779,163,13.4,15.0,22.0,11.8,1.2702702702702702,14.24
1.3740889722862177,15.11111111111111,119,10.6,13.3,27.054054054054053,10.1,1.5675675675675675,11.45
1.0008764179016674,23.57894736842105,117,14.6,17.5,28.35,13.5,1.4,16.12
0.9708469669323259,15.96774193548387,106,10.8,13.7,22.3125,10.6,1.53125,12.25
1.2917183071668958,11.727272727272727,71,10.7,11.6,27.0,8.6,1.9565217391304348,11.06
0.8031557063014457,31.055555555555557,111,15.4,20.5,33.05263157894737,16.4,2.0526315789473686,20.03
0.4447298930940466,20.074074074074073,134,13.9,16.6,25.642857142857142,12.8,1.1428571428571428,14.89
1.209983765803672,26.166666666666668,50,14.6,20.8,37.142857142857146,16.1,3.0,19.53
0.8705326641097603,21.26086956521739,105,13.0,15.5,26.375,11.7,1.6666666666666667,14.64
0.8631878383400398,21.25,121,14.3,16.9,28.72,13.0,1.6,16.47
1.3417132392189484,11.333333333333334,55,11.2,11.4,21.125,8.2,1.3125,11.35
0.7744077040107481,17.08695652173913,90,12.0,15.2,26.166666666666668,12.1,1.7083333333333333,14.26
0.6099845942487866,33.21739130434783,113,13.7,20.9,30.958333333333332,16.1,1.8333333333333333,18.87
1.0162868989561862,19.533333333333335,97,12.9,16.6,31.1875,12.3,1.6875,13.63
0.8290470324104584,24.083333333333332,110,13.0,16.8,23.72,13.3,1.44,15.07
0.011439171601223914,21.846153846153847,145,15.1,20.5,25.62962962962963,16.0,1.2222222222222223,18.58
1.379769422034273,23.666666666666668,79,11.3,14.0,27.736842105263158,10.6,1.8421052631578947,12.61
0.6320552383142254,22.15,103,14.2,18.9,30.761904761904763,14.3,2.4761904761904763,17.05
0.8490511334514407,15.029411764705882,126,12.9,14.1,19.34285714285714,10.6,0.8285714285714286,12.93
1.3739394825527291,18.846153846153847,78,12.5,15.3,35.42857142857143,12.0,3.4285714285714284,14.3
0.9838105315087778,19.64,111,13.3,15.5,23.46153846153846,12.4,1.1923076923076923,14.46
0.9540747048494839,15.642857142857142,154,14.9,16.6,25.137931034482758,13.4,1.9655172413793103,14.8
1.1679075143197655,12.173913043478262,71,8.6,8.7,15.208333333333334,7.1,1.4166666666666667,7.57
0.4980154701061058,22.5,93,12.9,16.5,24.565217391304348,13.5,1.7391304347826086,15.11
0.8423079364443158,16.107142857142858,107,13.0,16.6,26.517241379310345,12.8,1.793103448275862,15.18
1.3633842771711673,21.333333333333332,71,11.8,13.2,25.875,9.5,1.3125,12.23
0.005881803930185095,26.38888888888889,107,15.3,20.3,31.05263157894737,15.6,2.0,18.49
1.1942443635838527,22.166666666666668,133,12.6,17.4,24.612903225806452,12.8,1.6451612903225807,15.24
1.23143975601745,31.3125,106,15.1,21.2,38.05882352941177,16.3,3.0588235294117645,17.86
0.003374911397319686,33.8235294117647,116,16.8,21.4,30.38888888888889,16.7,1.8888888888888888,19.76
0.6189788381880074,18.037037037037038,112,12.8,15.8,24.892857142857142,11.7,1.5714285714285714,14.23
1.319666497495835,21.0625,74,12.9,15.8,27.58823529411765,12.5,2.3529411764705883,14.18
0.4154801783609785,23.695652173913043,115,14.1,17.9,24.666666666666668,13.9,1.7916666666666667,16.44
0.7457835838753069,21.870967741935484,126,11.9,15.6,23.34375,11.0,1.53125,13.45
1.3077962541272425,27.666666666666668,88,13.2,19.5,40.125,15.3,3.0,17.5
0.9209612363927379,14.625,106,11.4,12.7,20.242424242424242,9.5,1.4545454545454546,11.92
0.9686998920362074,19.724137931034484,143,13.9,16.2,24.166666666666668,12.5,1.7,15.23
1.4516406399674517,18.88888888888889,169,12.5,14.8,26.91891891891892,10.1,1.5945945945945945,12.67
0.8850172963111843,16.77777777777778,129,13.6,14.6,22.535714285714285,11.4,1.1071428571428572,13.97
0.6459832195454278,23.916666666666668,124,13.2,18.2,27.08,13.4,1.48,16.38
1.2853032680973806,25.482758620689655,120,12.2,15.4,31.333333333333332,12.2,2.6,14.04
0.7810047715442784,20.80952380952381,146,16.3,18.9,25.681818181818183,14.6,1.3636363636363635,17.93
0.7652533077655239,22.318181818181817,148,16.1,20.2,30.304347826086957,15.5,1.5217391304347827,18.78
1.270434552030171,29.0,113,13.5,16.6,30.09090909090909,12.2,2.227272727272727,15.27
0.8130847464135952,29.22222222222222,123,15.7,20.6,32.10526315789474,16.1,2.3157894736842106,18.79
0.9582333442781836,19.44,150,14.7,17.1,28.346153846153847,12.9,1.9230769230769231,15.42
1.5134509181836804,17.551724137931036,136,11.4,12.7,27.433333333333334,9.2,2.066666666666667,11.46
0.7634458032811043,23.57894736842105,123,14.9,20.2,29.75,15.7,2.3,17.7
1.1748613117996791,18.2,127,14.1,15.9,20.5,13.0,1.1111111111111112,14.12
1.2556545105740335,24.133333333333333,101,9.2,7.2,25.032258064516128,5.9,1.967741935483871,7.66
0.47522785046976385,25.761904761904763,114,14.9,19.0,27.727272727272727,13.9,1.4545454545454546,17.68
0.1044307052586663,18.037037037037038,126,12.4,15.5,27.0,11.8,1.4642857142857142,14.34
1.0617769315728178,19.03448275862069,97,11.3,12.9,25.233333333333334,9.8,1.9333333333333333,11.51
0.8351312513945031,27.869565217391305,84,13.4,16.9,25.666666666666668,13.0,1.5416666666666667,15.56
1.0969696399543203,23.14814814814815,144,14.6,17.2,26.892857142857142,13.4,1.3928571428571428,16.31
1.2581343790169273,18.714285714285715,80,14.2,19.3,43.75,15.4,2.25,17.32
0.9555508959801721,15.380952380952381,101,13.6,16.4,23.727272727272727,12.5,1.6818181818181819,15.26
1.0279833793560866,20.285714285714285,94,12.3,15.4,22.517241379310345,12.0,1.2758620689655173,14.44
1.1084186950817854,59.0,52,20.6,43.0,92.66666666666667,32.8,6.0,36.11
0.7859515995623259,25.772727272727273,101,13.8,18.4,28.956521739130434,14.1,1.2173913043478262,17.07
0.7950577275664906,15.62962962962963,116,11.6,14.9,23.964285714285715,10.6,1.0357142857142858,13.05
1.221708849323327,18.217391304347824,79,11.0,12.3,26.958333333333332,10.0,1.875,12.08
0.6631357996835465,29.45,106,13.9,19.2,28.476190476190474,14.5,1.7142857142857142,17.7
1.074123216837239,20.548387096774192,99,10.9,13.2,22.625,9.3,1.75,12.18
1.2152071239819728,27.470588235294116,94,13.1,17.2,32.44444444444444,13.4,1.6111111111111112,15.06
0.574884965647807,23.652173913043477,127,14.4,17.4,25.541666666666668,13.7,1.5416666666666667,16.14
0.4248149329659397,21.233333333333334,151,15.7,17.3,23.612903225806452,13.8,1.2258064516129032,16.02
1.2912409403213112,24.17391304347826,135,13.5,18.3,36.916666666666664,13.8,2.5416666666666665,16.1
0.8729612305962469,21.391304347826086,116,13.3,14.6,23.083333333333332,11.0,1.5416666666666667,13.36
0.5635922700045957,13.606060606060606,198,13.6,15.4,23.676470588235293,11.2,1.0,14.42
