user_id,story_id,ranking_pos,ranking_value,ranking_value_norm
Expert9,11_GPT3.5,9,4,0.3076923076923077
Expert9,1_GPT4,9,4,0.3076923076923077
Expert9,3_Claude,9,4,0.3076923076923077
Expert9,8_GPT3.5,10,3,0.23076923076923078
Expert9,9_GPT4,11,2,0.15384615384615385
Expert9,3_GPT4,11,2,0.15384615384615385
Expert9,0_GPT3.5,12,1,0.07692307692307693
Expert9,3_GPT3.5,12,1,0.07692307692307693
Expert9,1_GPT3.5,12,1,0.07692307692307693
Expert9,8_GPT4,12,1,0.07692307692307693
Expert9,4_GPT3.5,13,0,0.0
Expert9,1_Claude,13,0,0.0
Expert9,7_GPT3.5,13,0,0.0
Expert9,5_GPT4,13,0,0.0
Expert9,5_GPT3.5,13,0,0.0
Expert9,9_GPT3.5,13,0,0.0
Expert10,10_NewYorker,1,14,1.0
Expert10,6_NewYorker,1,14,1.0
Expert10,9_NewYorker,1,14,1.0
Expert10,3_NewYorker,2,12,0.8571428571428571
Expert10,10_Claude,3,3,0.21428571428571427
Expert10,3_GPT4,4,2,0.14285714285714285
Expert10,6_Claude,5,1,0.07142857142857142
Expert10,6_GPT4,5,1,0.07142857142857142
Expert10,3_Claude,6,0,0.0
Expert10,3_GPT3.5,6,0,0.0
Expert10,10_GPT3.5,6,0,0.0
Expert10,10_GPT4,6,0,0.0
Expert10,6_GPT3.5,6,0,0.0
Expert10,9_Claude,6,0,0.0
Expert10,9_GPT3.5,6,0,0.0
Expert10,9_GPT4,6,0,0.0
