worker_id,story_id,ranking_pos,ranking_value,ranking_value_norm
A1IZ4NX41GKU4X,74_Human,1,28,1.0
A1IZ4NX41GKU4X,55_Human,1,28,1.0
A1IZ4NX41GKU4X,45_Human,1,28,1.0
A1IZ4NX41GKU4X,243_CTRL,2,27,0.9545454545454546
A1IZ4NX41GKU4X,9_Human,2,27,0.9545454545454546
A1IZ4NX41GKU4X,838_Fusion,2,27,0.9545454545454546
A1IZ4NX41GKU4X,26_Human,2,27,0.9545454545454546
A1IZ4NX41GKU4X,993_TD-VAE,2,27,0.9545454545454546
A1IZ4NX41GKU4X,447_GPT-2 (tag),2,27,0.9545454545454546
A1IZ4NX41GKU4X,440_GPT-2 (tag),2,27,0.9545454545454546
A1IZ4NX41GKU4X,350_GPT,2,27,0.9545454545454546
A1IZ4NX41GKU4X,475_GPT-2 (tag),2,27,0.9545454545454546
A1IZ4NX41GKU4X,369_GPT,2,27,0.9545454545454546
A1IZ4NX41GKU4X,399_GPT-2 (tag),2,27,0.9545454545454546
A1IZ4NX41GKU4X,418_GPT-2 (tag),2,27,0.9545454545454546
A1IZ4NX41GKU4X,415_GPT-2 (tag),2,27,0.9545454545454546
A1IZ4NX41GKU4X,982_TD-VAE,2,27,0.9545454545454546
A1IZ4NX41GKU4X,16_Human,3,26,0.9090909090909091
A1IZ4NX41GKU4X,52_Human,3,26,0.9090909090909091
A1IZ4NX41GKU4X,522_GPT-2,3,26,0.9090909090909091
A1IZ4NX41GKU4X,395_GPT-2 (tag),3,26,0.9090909090909091
A1IZ4NX41GKU4X,111_BertGeneration,3,26,0.9090909090909091
A1IZ4NX41GKU4X,169_BertGeneration,3,26,0.9090909090909091
A1IZ4NX41GKU4X,261_CTRL,3,26,0.9090909090909091
A1IZ4NX41GKU4X,481_GPT-2,3,26,0.9090909090909091
A1IZ4NX41GKU4X,961_TD-VAE,3,26,0.9090909090909091
A1IZ4NX41GKU4X,124_BertGeneration,4,25,0.8636363636363636
A1IZ4NX41GKU4X,519_GPT-2,4,25,0.8636363636363636
A1IZ4NX41GKU4X,246_CTRL,4,25,0.8636363636363636
A1IZ4NX41GKU4X,627_RoBERTa,4,25,0.8636363636363636
A1IZ4NX41GKU4X,513_GPT-2,4,25,0.8636363636363636
A1IZ4NX41GKU4X,645_RoBERTa,4,25,0.8636363636363636
A1IZ4NX41GKU4X,164_BertGeneration,4,25,0.8636363636363636
A1IZ4NX41GKU4X,788_Fusion,4,25,0.8636363636363636
A1IZ4NX41GKU4X,70_Human,4,25,0.8636363636363636
A1IZ4NX41GKU4X,1002_TD-VAE,4,25,0.8636363636363636
A1IZ4NX41GKU4X,1_Human,4,25,0.8636363636363636
A1IZ4NX41GKU4X,438_GPT-2 (tag),4,25,0.8636363636363636
A1IZ4NX41GKU4X,385_GPT-2 (tag),4,25,0.8636363636363636
A1IZ4NX41GKU4X,66_Human,4,25,0.8636363636363636
A1IZ4NX41GKU4X,372_GPT,4,25,0.8636363636363636
A1IZ4NX41GKU4X,360_GPT,4,25,0.8636363636363636
A1IZ4NX41GKU4X,457_GPT-2 (tag),4,25,0.8636363636363636
A1IZ4NX41GKU4X,436_GPT-2 (tag),4,25,0.8636363636363636
A1IZ4NX41GKU4X,225_CTRL,4,25,0.8636363636363636
A1IZ4NX41GKU4X,34_Human,4,25,0.8636363636363636
A1IZ4NX41GKU4X,1044_TD-VAE,4,25,0.8636363636363636
A1IZ4NX41GKU4X,106_BertGeneration,4,25,0.8636363636363636
A1IZ4NX41GKU4X,1034_TD-VAE,4,25,0.8636363636363636
A1IZ4NX41GKU4X,283_CTRL,4,25,0.8636363636363636
A1IZ4NX41GKU4X,559_GPT-2,5,24,0.8181818181818182
A1IZ4NX41GKU4X,410_GPT-2 (tag),5,24,0.8181818181818182
A1IZ4NX41GKU4X,733_XLNet,5,24,0.8181818181818182
A1IZ4NX41GKU4X,683_XLNet,5,24,0.8181818181818182
A1IZ4NX41GKU4X,152_BertGeneration,5,24,0.8181818181818182
A1IZ4NX41GKU4X,158_BertGeneration,5,24,0.8181818181818182
A1IZ4NX41GKU4X,219_CTRL,5,24,0.8181818181818182
A1IZ4NX41GKU4X,248_CTRL,5,24,0.8181818181818182
A1IZ4NX41GKU4X,207_CTRL,5,24,0.8181818181818182
A1IZ4NX41GKU4X,556_GPT-2,5,24,0.8181818181818182
A1IZ4NX41GKU4X,194_CTRL,5,24,0.8181818181818182
A1IZ4NX41GKU4X,711_XLNet,5,24,0.8181818181818182
A1IZ4NX41GKU4X,590_RoBERTa,5,24,0.8181818181818182
A1IZ4NX41GKU4X,584_RoBERTa,5,24,0.8181818181818182
A1IZ4NX41GKU4X,695_XLNet,5,24,0.8181818181818182
A1IZ4NX41GKU4X,48_Human,5,24,0.8181818181818182
A1IZ4NX41GKU4X,180_BertGeneration,5,24,0.8181818181818182
A1IZ4NX41GKU4X,249_CTRL,5,24,0.8181818181818182
A1IZ4NX41GKU4X,130_BertGeneration,5,24,0.8181818181818182
A1IZ4NX41GKU4X,454_GPT-2 (tag),5,24,0.8181818181818182
A1IZ4NX41GKU4X,54_Human,5,24,0.8181818181818182
A1IZ4NX41GKU4X,1000_TD-VAE,5,24,0.8181818181818182
A1IZ4NX41GKU4X,460_GPT-2 (tag),5,24,0.8181818181818182
A1IZ4NX41GKU4X,59_Human,5,24,0.8181818181818182
A1IZ4NX41GKU4X,86_Human,5,24,0.8181818181818182
A1IZ4NX41GKU4X,129_BertGeneration,5,24,0.8181818181818182
A1IZ4NX41GKU4X,484_GPT-2,5,24,0.8181818181818182
A1IZ4NX41GKU4X,42_Human,5,24,0.8181818181818182
A1IZ4NX41GKU4X,509_GPT-2,5,24,0.8181818181818182
A1IZ4NX41GKU4X,534_GPT-2,5,24,0.8181818181818182
A1IZ4NX41GKU4X,412_GPT-2 (tag),5,24,0.8181818181818182
A1IZ4NX41GKU4X,996_TD-VAE,5,24,0.8181818181818182
A1IZ4NX41GKU4X,88_Human,5,24,0.8181818181818182
A1IZ4NX41GKU4X,941_HINT,5,24,0.8181818181818182
A1IZ4NX41GKU4X,72_Human,5,24,0.8181818181818182
A1IZ4NX41GKU4X,75_Human,6,23,0.7727272727272727
A1IZ4NX41GKU4X,37_Human,6,23,0.7727272727272727
A1IZ4NX41GKU4X,36_Human,6,23,0.7727272727272727
A1IZ4NX41GKU4X,107_BertGeneration,6,23,0.7727272727272727
A1IZ4NX41GKU4X,20_Human,6,23,0.7727272727272727
A1IZ4NX41GKU4X,18_Human,6,23,0.7727272727272727
A1IZ4NX41GKU4X,39_Human,6,23,0.7727272727272727
A1IZ4NX41GKU4X,15_Human,6,23,0.7727272727272727
A1IZ4NX41GKU4X,43_Human,6,23,0.7727272727272727
A1IZ4NX41GKU4X,650_RoBERTa,6,23,0.7727272727272727
A1IZ4NX41GKU4X,1022_TD-VAE,6,23,0.7727272727272727
A1IZ4NX41GKU4X,425_GPT-2 (tag),6,23,0.7727272727272727
A1IZ4NX41GKU4X,423_GPT-2 (tag),6,23,0.7727272727272727
A1IZ4NX41GKU4X,422_GPT-2 (tag),6,23,0.7727272727272727
A1IZ4NX41GKU4X,396_GPT-2 (tag),6,23,0.7727272727272727
A1IZ4NX41GKU4X,71_Human,6,23,0.7727272727272727
A1IZ4NX41GKU4X,409_GPT-2 (tag),6,23,0.7727272727272727
A1IZ4NX41GKU4X,1045_TD-VAE,6,23,0.7727272727272727
A1IZ4NX41GKU4X,367_GPT,6,23,0.7727272727272727
A1IZ4NX41GKU4X,100_BertGeneration,6,23,0.7727272727272727
A1IZ4NX41GKU4X,79_Human,6,23,0.7727272727272727
A1IZ4NX41GKU4X,976_TD-VAE,6,23,0.7727272727272727
A1IZ4NX41GKU4X,64_Human,6,23,0.7727272727272727
A1IZ4NX41GKU4X,62_Human,6,23,0.7727272727272727
A1IZ4NX41GKU4X,60_Human,6,23,0.7727272727272727
A1IZ4NX41GKU4X,403_GPT-2 (tag),6,23,0.7727272727272727
A1IZ4NX41GKU4X,33_Human,6,23,0.7727272727272727
A1IZ4NX41GKU4X,31_Human,6,23,0.7727272727272727
A1IZ4NX41GKU4X,65_Human,6,23,0.7727272727272727
A1IZ4NX41GKU4X,451_GPT-2 (tag),6,23,0.7727272727272727
A1IZ4NX41GKU4X,564_GPT-2,6,23,0.7727272727272727
A1IZ4NX41GKU4X,252_CTRL,6,23,0.7727272727272727
A1IZ4NX41GKU4X,251_CTRL,6,23,0.7727272727272727
A1IZ4NX41GKU4X,482_GPT-2,6,23,0.7727272727272727
A1IZ4NX41GKU4X,469_GPT-2 (tag),6,23,0.7727272727272727
A1IZ4NX41GKU4X,762_XLNet,6,23,0.7727272727272727
A1IZ4NX41GKU4X,779_Fusion,6,23,0.7727272727272727
A1IZ4NX41GKU4X,212_CTRL,6,23,0.7727272727272727
A1IZ4NX41GKU4X,507_GPT-2,6,23,0.7727272727272727
A1IZ4NX41GKU4X,497_GPT-2,6,23,0.7727272727272727
A1IZ4NX41GKU4X,168_BertGeneration,6,23,0.7727272727272727
A1IZ4NX41GKU4X,746_XLNet,6,23,0.7727272727272727
A1IZ4NX41GKU4X,156_BertGeneration,6,23,0.7727272727272727
A1IZ4NX41GKU4X,750_XLNet,6,23,0.7727272727272727
A1IZ4NX41GKU4X,537_GPT-2,6,23,0.7727272727272727
A1IZ4NX41GKU4X,544_GPT-2,6,23,0.7727272727272727
A1IZ4NX41GKU4X,319_GPT,6,23,0.7727272727272727
A1IZ4NX41GKU4X,470_GPT-2 (tag),6,23,0.7727272727272727
A1IZ4NX41GKU4X,646_RoBERTa,6,23,0.7727272727272727
A1IZ4NX41GKU4X,837_Fusion,6,23,0.7727272727272727
A1IZ4NX41GKU4X,826_Fusion,6,23,0.7727272727272727
A1IZ4NX41GKU4X,610_RoBERTa,6,23,0.7727272727272727
A1IZ4NX41GKU4X,811_Fusion,6,23,0.7727272727272727
A1IZ4NX41GKU4X,633_RoBERTa,6,23,0.7727272727272727
A1IZ4NX41GKU4X,790_Fusion,6,23,0.7727272727272727
A1IZ4NX41GKU4X,724_XLNet,6,23,0.7727272727272727
A1IZ4NX41GKU4X,115_BertGeneration,6,23,0.7727272727272727
A1IZ4NX41GKU4X,280_CTRL,6,23,0.7727272727272727
A1IZ4NX41GKU4X,706_XLNet,6,23,0.7727272727272727
A1IZ4NX41GKU4X,678_XLNet,6,23,0.7727272727272727
A1IZ4NX41GKU4X,677_XLNet,6,23,0.7727272727272727
A1IZ4NX41GKU4X,691_XLNet,6,23,0.7727272727272727
A1IZ4NX41GKU4X,939_HINT,6,23,0.7727272727272727
A1IZ4NX41GKU4X,609_RoBERTa,6,23,0.7727272727272727
A1IZ4NX41GKU4X,616_RoBERTa,6,23,0.7727272727272727
A1IZ4NX41GKU4X,917_HINT,6,23,0.7727272727272727
A1IZ4NX41GKU4X,339_GPT,6,23,0.7727272727272727
A1IZ4NX41GKU4X,193_CTRL,6,23,0.7727272727272727
A1IZ4NX41GKU4X,1050_TD-VAE,7,22,0.7272727272727273
A1IZ4NX41GKU4X,56_Human,7,22,0.7272727272727273
A1IZ4NX41GKU4X,58_Human,7,22,0.7272727272727273
A1IZ4NX41GKU4X,401_GPT-2 (tag),7,22,0.7272727272727273
A1IZ4NX41GKU4X,83_Human,7,22,0.7272727272727273
A1IZ4NX41GKU4X,84_Human,7,22,0.7272727272727273
A1IZ4NX41GKU4X,89_Human,7,22,0.7272727272727273
A1IZ4NX41GKU4X,969_TD-VAE,7,22,0.7272727272727273
A1IZ4NX41GKU4X,842_Fusion,7,22,0.7272727272727273
A1IZ4NX41GKU4X,105_BertGeneration,7,22,0.7272727272727273
A1IZ4NX41GKU4X,90_Human,7,22,0.7272727272727273
A1IZ4NX41GKU4X,1043_TD-VAE,7,22,0.7272727272727273
A1IZ4NX41GKU4X,3_Human,7,22,0.7272727272727273
A1IZ4NX41GKU4X,1026_TD-VAE,7,22,0.7272727272727273
A1IZ4NX41GKU4X,1016_TD-VAE,7,22,0.7272727272727273
A1IZ4NX41GKU4X,22_Human,7,22,0.7272727272727273
A1IZ4NX41GKU4X,24_Human,7,22,0.7272727272727273
A1IZ4NX41GKU4X,28_Human,7,22,0.7272727272727273
A1IZ4NX41GKU4X,10_Human,7,22,0.7272727272727273
A1IZ4NX41GKU4X,668_RoBERTa,7,22,0.7272727272727273
A1IZ4NX41GKU4X,672_XLNet,7,22,0.7272727272727273
A1IZ4NX41GKU4X,109_BertGeneration,7,22,0.7272727272727273
A1IZ4NX41GKU4X,897_HINT,7,22,0.7272727272727273
A1IZ4NX41GKU4X,864_HINT,7,22,0.7272727272727273
A1IZ4NX41GKU4X,967_TD-VAE,7,22,0.7272727272727273
A1IZ4NX41GKU4X,240_CTRL,7,22,0.7272727272727273
A1IZ4NX41GKU4X,334_GPT,7,22,0.7272727272727273
A1IZ4NX41GKU4X,325_GPT,7,22,0.7272727272727273
A1IZ4NX41GKU4X,458_GPT-2 (tag),7,22,0.7272727272727273
A1IZ4NX41GKU4X,450_GPT-2 (tag),7,22,0.7272727272727273
A1IZ4NX41GKU4X,488_GPT-2,7,22,0.7272727272727273
A1IZ4NX41GKU4X,352_GPT,7,22,0.7272727272727273
A1IZ4NX41GKU4X,358_GPT,7,22,0.7272727272727273
A1IZ4NX41GKU4X,640_RoBERTa,7,22,0.7272727272727273
A1IZ4NX41GKU4X,642_RoBERTa,7,22,0.7272727272727273
A1IZ4NX41GKU4X,634_RoBERTa,7,22,0.7272727272727273
A1IZ4NX41GKU4X,527_GPT-2,7,22,0.7272727272727273
A1IZ4NX41GKU4X,515_GPT-2,7,22,0.7272727272727273
A1IZ4NX41GKU4X,499_GPT-2,7,22,0.7272727272727273
A1IZ4NX41GKU4X,528_GPT-2,7,22,0.7272727272727273
A1IZ4NX41GKU4X,523_GPT-2,7,22,0.7272727272727273
A1IZ4NX41GKU4X,524_GPT-2,7,22,0.7272727272727273
A1IZ4NX41GKU4X,734_XLNet,7,22,0.7272727272727273
A1IZ4NX41GKU4X,718_XLNet,7,22,0.7272727272727273
A1IZ4NX41GKU4X,723_XLNet,7,22,0.7272727272727273
A1IZ4NX41GKU4X,549_GPT-2,7,22,0.7272727272727273
A1IZ4NX41GKU4X,539_GPT-2,7,22,0.7272727272727273
A1IZ4NX41GKU4X,747_XLNet,7,22,0.7272727272727273
A1IZ4NX41GKU4X,737_XLNet,7,22,0.7272727272727273
A1IZ4NX41GKU4X,740_XLNet,7,22,0.7272727272727273
A1IZ4NX41GKU4X,742_XLNet,7,22,0.7272727272727273
A1IZ4NX41GKU4X,210_CTRL,7,22,0.7272727272727273
A1IZ4NX41GKU4X,196_CTRL,7,22,0.7272727272727273
A1IZ4NX41GKU4X,198_CTRL,7,22,0.7272727272727273
A1IZ4NX41GKU4X,192_CTRL,7,22,0.7272727272727273
A1IZ4NX41GKU4X,716_XLNet,7,22,0.7272727272727273
A1IZ4NX41GKU4X,173_BertGeneration,7,22,0.7272727272727273
A1IZ4NX41GKU4X,159_BertGeneration,7,22,0.7272727272727273
A1IZ4NX41GKU4X,707_XLNet,7,22,0.7272727272727273
A1IZ4NX41GKU4X,688_XLNet,7,22,0.7272727272727273
A1IZ4NX41GKU4X,692_XLNet,7,22,0.7272727272727273
A1IZ4NX41GKU4X,568_GPT-2,7,22,0.7272727272727273
A1IZ4NX41GKU4X,557_GPT-2,7,22,0.7272727272727273
A1IZ4NX41GKU4X,775_Fusion,7,22,0.7272727272727273
A1IZ4NX41GKU4X,172_BertGeneration,7,22,0.7272727272727273
A1IZ4NX41GKU4X,608_RoBERTa,7,22,0.7272727272727273
A1IZ4NX41GKU4X,595_RoBERTa,7,22,0.7272727272727273
A1IZ4NX41GKU4X,589_RoBERTa,7,22,0.7272727272727273
A1IZ4NX41GKU4X,591_RoBERTa,7,22,0.7272727272727273
A1IZ4NX41GKU4X,575_GPT-2,7,22,0.7272727272727273
A1IZ4NX41GKU4X,273_CTRL,7,22,0.7272727272727273
A1IZ4NX41GKU4X,276_CTRL,7,22,0.7272727272727273
A1IZ4NX41GKU4X,262_CTRL,7,22,0.7272727272727273
A1IZ4NX41GKU4X,265_CTRL,7,22,0.7272727272727273
A1IZ4NX41GKU4X,256_CTRL,7,22,0.7272727272727273
A1IZ4NX41GKU4X,970_TD-VAE,7,22,0.7272727272727273
A1IZ4NX41GKU4X,975_TD-VAE,7,22,0.7272727272727273
A1IZ4NX41GKU4X,960_TD-VAE,7,22,0.7272727272727273
A1IZ4NX41GKU4X,444_GPT-2 (tag),7,22,0.7272727272727273
A1IZ4NX41GKU4X,420_GPT-2 (tag),7,22,0.7272727272727273
A1IZ4NX41GKU4X,427_GPT-2 (tag),7,22,0.7272727272727273
A1IZ4NX41GKU4X,406_GPT-2 (tag),7,22,0.7272727272727273
A1IZ4NX41GKU4X,11_Human,7,22,0.7272727272727273
A1IZ4NX41GKU4X,12_Human,7,22,0.7272727272727273
A1IZ4NX41GKU4X,67_Human,8,21,0.6818181818181818
A1IZ4NX41GKU4X,388_GPT-2 (tag),8,21,0.6818181818181818
A1IZ4NX41GKU4X,416_GPT-2 (tag),8,21,0.6818181818181818
A1IZ4NX41GKU4X,397_GPT-2 (tag),8,21,0.6818181818181818
A1IZ4NX41GKU4X,94_Human,8,21,0.6818181818181818
A1IZ4NX41GKU4X,81_Human,8,21,0.6818181818181818
A1IZ4NX41GKU4X,76_Human,8,21,0.6818181818181818
A1IZ4NX41GKU4X,78_Human,8,21,0.6818181818181818
A1IZ4NX41GKU4X,51_Human,8,21,0.6818181818181818
A1IZ4NX41GKU4X,53_Human,8,21,0.6818181818181818
A1IZ4NX41GKU4X,402_GPT-2 (tag),8,21,0.6818181818181818
A1IZ4NX41GKU4X,1039_TD-VAE,8,21,0.6818181818181818
A1IZ4NX41GKU4X,588_RoBERTa,8,21,0.6818181818181818
A1IZ4NX41GKU4X,792_Fusion,8,21,0.6818181818181818
A1IZ4NX41GKU4X,782_Fusion,8,21,0.6818181818181818
A1IZ4NX41GKU4X,776_Fusion,8,21,0.6818181818181818
A1IZ4NX41GKU4X,756_XLNet,8,21,0.6818181818181818
A1IZ4NX41GKU4X,703_XLNet,8,21,0.6818181818181818
A1IZ4NX41GKU4X,704_XLNet,8,21,0.6818181818181818
A1IZ4NX41GKU4X,693_XLNet,8,21,0.6818181818181818
A1IZ4NX41GKU4X,686_XLNet,8,21,0.6818181818181818
A1IZ4NX41GKU4X,618_RoBERTa,8,21,0.6818181818181818
A1IZ4NX41GKU4X,174_BertGeneration,8,21,0.6818181818181818
A1IZ4NX41GKU4X,163_BertGeneration,8,21,0.6818181818181818
A1IZ4NX41GKU4X,166_BertGeneration,8,21,0.6818181818181818
A1IZ4NX41GKU4X,145_BertGeneration,8,21,0.6818181818181818
A1IZ4NX41GKU4X,146_BertGeneration,8,21,0.6818181818181818
A1IZ4NX41GKU4X,744_XLNet,8,21,0.6818181818181818
A1IZ4NX41GKU4X,209_CTRL,8,21,0.6818181818181818
A1IZ4NX41GKU4X,201_CTRL,8,21,0.6818181818181818
A1IZ4NX41GKU4X,709_XLNet,8,21,0.6818181818181818
A1IZ4NX41GKU4X,748_XLNet,8,21,0.6818181818181818
A1IZ4NX41GKU4X,739_XLNet,8,21,0.6818181818181818
A1IZ4NX41GKU4X,563_GPT-2,8,21,0.6818181818181818
A1IZ4NX41GKU4X,548_GPT-2,8,21,0.6818181818181818
A1IZ4NX41GKU4X,541_GPT-2,8,21,0.6818181818181818
A1IZ4NX41GKU4X,543_GPT-2,8,21,0.6818181818181818
A1IZ4NX41GKU4X,320_GPT,8,21,0.6818181818181818
A1IZ4NX41GKU4X,321_GPT,8,21,0.6818181818181818
A1IZ4NX41GKU4X,322_GPT,8,21,0.6818181818181818
A1IZ4NX41GKU4X,304_GPT,8,21,0.6818181818181818
A1IZ4NX41GKU4X,635_RoBERTa,8,21,0.6818181818181818
A1IZ4NX41GKU4X,625_RoBERTa,8,21,0.6818181818181818
A1IZ4NX41GKU4X,719_XLNet,8,21,0.6818181818181818
A1IZ4NX41GKU4X,725_XLNet,8,21,0.6818181818181818
A1IZ4NX41GKU4X,204_CTRL,8,21,0.6818181818181818
A1IZ4NX41GKU4X,302_GPT,8,21,0.6818181818181818
A1IZ4NX41GKU4X,284_CTRL,8,21,0.6818181818181818
A1IZ4NX41GKU4X,287_CTRL,8,21,0.6818181818181818
A1IZ4NX41GKU4X,288_GPT,8,21,0.6818181818181818
A1IZ4NX41GKU4X,521_GPT-2,8,21,0.6818181818181818
A1IZ4NX41GKU4X,512_GPT-2,8,21,0.6818181818181818
A1IZ4NX41GKU4X,514_GPT-2,8,21,0.6818181818181818
A1IZ4NX41GKU4X,516_GPT-2,8,21,0.6818181818181818
A1IZ4NX41GKU4X,506_GPT-2,8,21,0.6818181818181818
A1IZ4NX41GKU4X,496_GPT-2,8,21,0.6818181818181818
A1IZ4NX41GKU4X,220_CTRL,8,21,0.6818181818181818
A1IZ4NX41GKU4X,226_CTRL,8,21,0.6818181818181818
A1IZ4NX41GKU4X,648_RoBERTa,8,21,0.6818181818181818
A1IZ4NX41GKU4X,631_RoBERTa,8,21,0.6818181818181818
A1IZ4NX41GKU4X,632_RoBERTa,8,21,0.6818181818181818
A1IZ4NX41GKU4X,474_GPT-2 (tag),8,21,0.6818181818181818
A1IZ4NX41GKU4X,478_GPT-2 (tag),8,21,0.6818181818181818
A1IZ4NX41GKU4X,467_GPT-2 (tag),8,21,0.6818181818181818
A1IZ4NX41GKU4X,341_GPT,8,21,0.6818181818181818
A1IZ4NX41GKU4X,344_GPT,8,21,0.6818181818181818
A1IZ4NX41GKU4X,345_GPT,8,21,0.6818181818181818
A1IZ4NX41GKU4X,335_GPT,8,21,0.6818181818181818
A1IZ4NX41GKU4X,337_GPT,8,21,0.6818181818181818
A1IZ4NX41GKU4X,464_GPT-2 (tag),8,21,0.6818181818181818
A1IZ4NX41GKU4X,661_RoBERTa,8,21,0.6818181818181818
A1IZ4NX41GKU4X,662_RoBERTa,8,21,0.6818181818181818
A1IZ4NX41GKU4X,664_RoBERTa,8,21,0.6818181818181818
A1IZ4NX41GKU4X,649_RoBERTa,8,21,0.6818181818181818
A1IZ4NX41GKU4X,651_RoBERTa,8,21,0.6818181818181818
A1IZ4NX41GKU4X,231_CTRL,8,21,0.6818181818181818
A1IZ4NX41GKU4X,233_CTRL,8,21,0.6818181818181818
A1IZ4NX41GKU4X,942_HINT,8,21,0.6818181818181818
A1IZ4NX41GKU4X,925_HINT,8,21,0.6818181818181818
A1IZ4NX41GKU4X,909_HINT,8,21,0.6818181818181818
A1IZ4NX41GKU4X,914_HINT,8,21,0.6818181818181818
A1IZ4NX41GKU4X,133_BertGeneration,8,21,0.6818181818181818
A1IZ4NX41GKU4X,126_BertGeneration,8,21,0.6818181818181818
A1IZ4NX41GKU4X,128_BertGeneration,8,21,0.6818181818181818
A1IZ4NX41GKU4X,131_BertGeneration,8,21,0.6818181818181818
A1IZ4NX41GKU4X,132_BertGeneration,8,21,0.6818181818181818
A1IZ4NX41GKU4X,903_HINT,8,21,0.6818181818181818
A1IZ4NX41GKU4X,878_HINT,8,21,0.6818181818181818
A1IZ4NX41GKU4X,862_Fusion,8,21,0.6818181818181818
A1IZ4NX41GKU4X,29_Human,8,21,0.6818181818181818
A1IZ4NX41GKU4X,30_Human,8,21,0.6818181818181818
A1IZ4NX41GKU4X,5_Human,8,21,0.6818181818181818
A1IZ4NX41GKU4X,657_RoBERTa,8,21,0.6818181818181818
A1IZ4NX41GKU4X,1029_TD-VAE,8,21,0.6818181818181818
A1IZ4NX41GKU4X,1019_TD-VAE,8,21,0.6818181818181818
A1IZ4NX41GKU4X,830_Fusion,8,21,0.6818181818181818
A1IZ4NX41GKU4X,791_Fusion,8,21,0.6818181818181818
A1IZ4NX41GKU4X,40_Human,8,21,0.6818181818181818
A1IZ4NX41GKU4X,99_BertGeneration,8,21,0.6818181818181818
A1IZ4NX41GKU4X,91_Human,8,21,0.6818181818181818
A1IZ4NX41GKU4X,1041_TD-VAE,8,21,0.6818181818181818
A1IZ4NX41GKU4X,1046_TD-VAE,8,21,0.6818181818181818
A1IZ4NX41GKU4X,1004_TD-VAE,8,21,0.6818181818181818
A1IZ4NX41GKU4X,997_TD-VAE,8,21,0.6818181818181818
A1IZ4NX41GKU4X,998_TD-VAE,8,21,0.6818181818181818
A1IZ4NX41GKU4X,991_TD-VAE,8,21,0.6818181818181818
A1IZ4NX41GKU4X,980_TD-VAE,8,21,0.6818181818181818
A1IZ4NX41GKU4X,966_TD-VAE,8,21,0.6818181818181818
A1IZ4NX41GKU4X,435_GPT-2 (tag),8,21,0.6818181818181818
A1IZ4NX41GKU4X,437_GPT-2 (tag),8,21,0.6818181818181818
A1IZ4NX41GKU4X,386_GPT-2 (tag),8,21,0.6818181818181818
A1IZ4NX41GKU4X,579_RoBERTa,8,21,0.6818181818181818
A1IZ4NX41GKU4X,268_CTRL,8,21,0.6818181818181818
A1IZ4NX41GKU4X,270_CTRL,8,21,0.6818181818181818
A1IZ4NX41GKU4X,607_RoBERTa,8,21,0.6818181818181818
A1IZ4NX41GKU4X,597_RoBERTa,8,21,0.6818181818181818
A1IZ4NX41GKU4X,1017_TD-VAE,9,20,0.6363636363636364
A1IZ4NX41GKU4X,1014_TD-VAE,9,20,0.6363636363636364
A1IZ4NX41GKU4X,1012_TD-VAE,9,20,0.6363636363636364
A1IZ4NX41GKU4X,7_Human,9,20,0.6363636363636364
